Id de contacto,Encuesta: Id.,Codigo de Cliente,Estado,Localidad,Edad,Sexo,Habla lengua indigena?,Temporalidad de Ingresos,Tiene cuenta bancaria?,Credito Activo?,Apoyo Programas,Remesas,Actividad Economica Principal,Tiene Cultivo,Tipo de cultivo,Parcelas Terreno,Animales,Numero vacas,Numero puercos borregos,Numero aves otros,Cuartos en la Casa,Material de Vivienda,Cuenta con Luz Electrica,Fuente de Iluminacion,Gasto Fuente de Iluminacion,Donde se consigue fuente de iluminacion,Aparatos que comprara con luz,Proveniencia agua para beber,Acceso transporte,Nombre de la cuenta
0031M00002qxJmj,a0s1M00000FqYdz,19-007-0217-006,Nuevo Le—n,Los Cuartitos,63,Masculino,NO,Temporal,NO,NO,PROSPERA,"Si, de Mexico",Agricultura,Menos de 1 hect‡rea,"Mitad frutales, mitad granos",Acredita 1 propiedad,Borregos / Puercos / Cabras,,,,3 o mas,Tabique/piedra y Techo de L‡mina,NO,Velas,52,,Television;Refrigerador,De un pozo o manantial (sin hervir),Veh’culo propio,Aramberri ILUCentro
0031M00002pQcmJ,a0s1M00000FqNuB,19-007-0060-001,Nuevo Le—n,San Joaqu’n de Soto,56,Masculino,NO,Constante,SI,NO,Ninguno,No,Ganaderia,M‡s de 2 hect‡reas,Granos b‡sicos,Acredita mas de 1 propiedad,Vacas,,,,3 o mas,Tabique y loza de cemento,NO,Generador,500,,Television;Refrigerador;Ventilador,De un pozo o manantial (sin hervir),Veh’culo propio,Aramberri ILUCentro
0031M00002qyCmx,a0s1M00000Fqbzz,19-017-0520-004,Nuevo Le—n,Francisco Villa (San Francisco de Balderas),24,Femenino,NO,Temporal,NO,NO,PROSPERA,No,Ganaderia,Menos de 1 hect‡rea,Granos b‡sicos,Acredita 1 propiedad,Borregos / Puercos / Cabras,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Pila / Bater’a / Acumulador,250,,Television;Radio;Licuadora,La hierven,No tiene,Aramberri ILUCentro
0031M00002qwIie,a0s1M00000FqXZF,19-014-0164-006,Nuevo Le—n,Santa Rita,64,Masculino,NO,Temporal,NO,NO,PROSPERA,"Si, del Extranjero",Ganaderia,Entre 1 y 2 hect‡reas,Granos b‡sicos,Acredita 1 propiedad,Borregos / Puercos / Cabras,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Pila / Bater’a / Acumulador,250,,Television;Radio;Refrigerador,La hierven,No tiene,Aramberri ILUCentro
0031M00002qwIj3,a0s1M00000FqXZK,19-014-0060-001,Nuevo Le—n,El Leoncito,52,Masculino,NO,Temporal,NO,NO,PROSPERA,No,Ganaderia,Entre 1 y 2 hect‡reas,Granos b‡sicos,Acredita 1 propiedad,Borregos / Puercos / Cabras,,,,2 cuartos,Madera y techo de l‡mina,NO,Pila / Bater’a / Acumulador,250,,Television;Radio;Refrigerador,La hierven,No tiene,Aramberri ILUCentro
0031M00002qGBug,a0s1M00000FqXAQ,19-014-0270-001,Nuevo Le—n,Parada del Mirador,49,Masculino,NO,Temporal,NO,NO,PROSPERA,No,Ganaderia,Entre 1 y 2 hect‡reas,Granos b‡sicos,Acredita 1 propiedad,Borregos / Puercos / Cabras,,,,1 cuarto,Tabique/piedra y Techo de L‡mina,NO,Pila / Bater’a / Acumulador,250,,Television;Radio;Licuadora,La hierven,No tiene,Aramberri ILUCentro
0031M00002qGBuq,a0s1M00000FqXAV,19-014-0001-002,Nuevo Le—n,Doctor Arroyo,36,Masculino,NO,Temporal,NO,NO,PROSPERA,No,Ganaderia,Entre 1 y 2 hect‡reas,Granos b‡sicos,Acredita 1 propiedad,Borregos / Puercos / Cabras,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Velas,250,,Television;Radio;Licuadora,La hierven,No tiene,Aramberri ILUCentro
0031M00002qGBuR,a0s1M00000FqXAL,19-014-0001-004,Nuevo Le—n,Doctor Arroyo,52,Femenino,NO,Temporal,NO,NO,PROSPERA,No,Ganaderia,Menos de 1 hect‡rea,Granos b‡sicos,Acredita 1 propiedad,Borregos / Puercos / Cabras,,,,3 o mas,Tabique y loza de cemento,NO,Pila / Bater’a / Acumulador,250,,Television;Radio;Licuadora,La hierven,No tiene,Aramberri ILUCentro
0031M00002qyCn7,a0s1M00000Fqc04,19-017-0520-003,Nuevo Le—n,Francisco Villa (San Francisco de Balderas),49,Masculino,NO,Temporal,NO,NO,PROSPERA,No,Ganaderia,Menos de 1 hect‡rea,Granos b‡sicos,Acredita 1 propiedad,Borregos / Puercos / Cabras,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Velas,250,,Television;Radio;Licuadora,La hierven,No tiene,Aramberri ILUCentro
0031M00002qFRPO,a0s1M00000FqViB,19-014-0087-001,Nuevo Le—n,Pompeya,36,Masculino,NO,Temporal,NO,NO,PROSPERA,No,Agricultura,Entre 1 y 2 hect‡reas,Granos b‡sicos,Acredita 1 propiedad,Borregos / Puercos / Cabras,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Velas,250,,Television;Radio;Refrigerador;Licuadora,La hierven,No tiene,Aramberri ILUCentro
0031M00002qDxcX,a0s1M00000FqTnY,19-014-0238-004,Nuevo Le—n,La Mesa de Berrones,70,Masculino,NO,Temporal,NO,NO,PROSPERA,No,Ganaderia,Entre 1 y 2 hect‡reas,Granos b‡sicos,Acredita 1 propiedad,Borregos / Puercos / Cabras,,,,2 cuartos,Tabique y loza de cemento,NO,Velas,250,,Television;Radio;Refrigerador,La hierven,No tiene,Aramberri ILUCentro
0031M00002qDxcc,a0s1M00000FqTnd,19-014-0238-007,Nuevo Le—n,La Mesa de Berrones,37,Masculino,NO,Temporal,NO,NO,PROSPERA,No,Ganaderia,Entre 1 y 2 hect‡reas,Granos b‡sicos,Acredita 1 propiedad,Borregos / Puercos / Cabras,,,,1 cuarto,Tabique y loza de cemento,NO,Pila / Bater’a / Acumulador,250,,Television;Radio;Refrigerador,La hierven,No tiene,Aramberri ILUCentro
0031M00002qFBI2,a0s1M00000FqVU7,19-014-0164-007,Nuevo Le—n,Santa Rita,26,Masculino,NO,Temporal,NO,NO,Ninguno,No,Agricultura,Entre 1 y 2 hect‡reas,Granos b‡sicos,Acredita 1 propiedad,Borregos / Puercos / Cabras,,,,2 cuartos,Tabique y loza de cemento,NO,Pila / Bater’a / Acumulador,250,,Television;Radio;Refrigerador,La hierven,Veh’culo propio,Aramberri ILUCentro
0031M00002qDIwS,a0s1M00000FqTNa,19-014-0150-001,Nuevo Le—n,San Ram—n de los Mart’nez,30,Femenino,NO,Temporal,NO,NO,PROSPERA,No,Agricultura,Entre 1 y 2 hect‡reas,Granos b‡sicos,Acredita 1 propiedad,Borregos / Puercos / Cabras,,,,2 cuartos,Tabique y loza de cemento,NO,Pila / Bater’a / Acumulador,250,,Television;Radio;Licuadora,La hierven,Veh’culo propio,Aramberri ILUCentro
0031M00002qDZGI,a0s1M00000FqTZC,19-024-0197-008,Nuevo Le—n,Zaragoza,45,Masculino,NO,Temporal,NO,NO,Ninguno,No,Ganaderia,Entre 1 y 2 hect‡reas,Granos b‡sicos,Acredita 1 propiedad,Vacas,,,,2 cuartos,Madera y techo de l‡mina,NO,Generador,300,,Television;Refrigerador;Otros Aparatos,La hierven,No tiene,Aramberri ILUCentro
0031M00002qDZ6w,a0s1M00000FqTZ2,19-024-0179-292,Nuevo Le—n,Cuauht_moc,38,Masculino,NO,Temporal,NO,NO,Ninguno,No,Ganaderia,Entre 1 y 2 hect‡reas,Granos b‡sicos,Acredita 1 propiedad,Vacas; Borregos / Puercos / Cabras,,,,3 o mas,Madera y techo de l‡mina,NO,Pila / Bater’a / Acumulador,250,,Television;Refrigerador;Otros Aparatos,La hierven,No tiene,Aramberri ILUCentro
0031M00002qDXfv,a0s1M00000FqTYT,19-024-0031-294,Nuevo Le—n,El Mel—n de Arriba,50,Masculino,NO,Temporal,NO,NO,Ninguno,No,Ganaderia,Entre 1 y 2 hect‡reas,Granos b‡sicos,Acredita 1 propiedad,No tiene,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Velas; Le–a / Ocote,250,,Television;Ventilador;Licuadora,La hierven,No tiene,Aramberri ILUCentro
0031M00002qDYjC,a0s1M00000FqTYx,19-024-0084-305,Nuevo Le—n,Mal Paso,40,Masculino,NO,Temporal,NO,NO,Ninguno,No,Ganaderia,Entre 1 y 2 hect‡reas,Granos b‡sicos,Acredita 1 propiedad,Borregos / Puercos / Cabras,,,,3 o mas,Madera y techo de l‡mina,NO,Pila / Bater’a / Acumulador,250,,Otros Aparatos,La hierven,No tiene,Aramberri ILUCentro
0031M00002qDIvo,a0s1M00000FqTNV,19-014-0150-002,Nuevo Le—n,San Ram—n de los Mart’nez,53,Masculino,NO,Constante,NO,NO,PROSPERA,No,Trabajo salario constante,Entre 1 y 2 hect‡reas,Granos b‡sicos,Acredita 1 propiedad,Borregos / Puercos / Cabras,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Pila / Bater’a / Acumulador,250,,Television;Refrigerador;Otros Aparatos,La hierven,Publico,Aramberri ILUCentro
0031M00002qDIve,a0s1M00000FqTNQ,19-014-0164-003,Nuevo Le—n,Santa Rita,62,Femenino,NO,Temporal,NO,NO,PROSPERA; ProCampo,"Si, del Extranjero",Trabajo por temporada,Entre 1 y 2 hect‡reas,Granos b‡sicos,Acredita 1 propiedad,Borregos / Puercos / Cabras,,,,3 o mas,Tabique y loza de cemento,NO,Generador,350,,Television;Radio;Refrigerador;Licuadora,De un pozo o manantial (sin hervir),Veh’culo propio,Aramberri ILUCentro
0031M00002qDY16,a0s1M00000FqTYn,19-024-0019-814,Nuevo Le—n,Dulces Nombres (Santa Teresa),50,Masculino,NO,Temporal,NO,NO,Ninguno,No,Ganaderia,Entre 1 y 2 hect‡reas,Granos b‡sicos,Acredita 1 propiedad,Vacas,,,,2 cuartos,Tabique y loza de cemento,NO,Velas; Le–a / Ocote,250,,Television;Radio;Ventilador;Computadora,La hierven,No tiene,Aramberri ILUCentro
0031M00002qDxXN,a0s1M00000FqTnJ,19-014-0138-001,Nuevo Le—n,San Juan de la Cruz,61,Femenino,NO,Temporal,NO,NO,PROSPERA,No,Agricultura,Entre 1 y 2 hect‡reas,Granos b‡sicos,Acredita 1 propiedad,Borregos / Puercos / Cabras,,,,2 cuartos,Madera y techo de l‡mina,NO,Pila / Bater’a / Acumulador,250,,Television;Radio;Licuadora;Otros Aparatos,La hierven,No tiene,Aramberri ILUCentro
0031M00002qDxXX,a0s1M00000FqTnO,19-014-0138-002,Nuevo Le—n,San Juan de la Cruz,37,Femenino,NO,Temporal,NO,NO,PROSPERA,No,Agricultura,Menos de 1 hect‡rea,Granos b‡sicos,Acredita 1 propiedad,Borregos / Puercos / Cabras,,,,2 cuartos,Madera y techo de l‡mina,NO,Velas,250,,Television;Radio;Licuadora,La hierven,No tiene,Aramberri ILUCentro
0031M00002qE39J,a0s1M00000FqU5c,19-014-0238-006,Nuevo Le—n,La Mesa de Berrones,36,Masculino,NO,Temporal,NO,NO,PROSPERA,No,Ganaderia,Entre 1 y 2 hect‡reas,Granos b‡sicos,Acredita 1 propiedad,Borregos / Puercos / Cabras,,,,1 cuarto,Tabique y loza de cemento,NO,Velas,250,,Television;Radio;Refrigerador,La hierven,No tiene,Aramberri ILUCentro
0031M00002qELHO,a0s1M00000FqUjj,19-014-0164-005,Nuevo Le—n,Santa Rita,23,Femenino,NO,Temporal,NO,NO,PROSPERA,No,Ganaderia,Entre 1 y 2 hect‡reas,Granos b‡sicos,Acredita 1 propiedad,Borregos / Puercos / Cabras,,,,3 o mas,Tabique y loza de cemento,NO,Pila / Bater’a / Acumulador,250,,Television;Radio;Refrigerador,La hierven,Veh’culo propio,Aramberri ILUCentro
0031M00002qE3LP,a0s1M00000FqU5m,19-014-0160-001,Nuevo Le—n,Santa Luc’a,57,Masculino,NO,Temporal,NO,NO,PROSPERA,No,Agricultura,Entre 1 y 2 hect‡reas,Granos b‡sicos,Acredita 1 propiedad,No tiene,,,,1 cuarto,Tabique y loza de cemento,NO,Velas,250,,Television;Radio;Refrigerador,La hierven,No tiene,Aramberri ILUCentro
0031M00002qELHY,a0s1M00000FqUjo,19-014-0164-001,Nuevo Le—n,Santa Rita,77,Femenino,NO,Temporal,NO,NO,PROSPERA; 70 y M‡s,"Si, del Extranjero",Agricultura,Entre 1 y 2 hect‡reas,Granos b‡sicos,Acredita 1 propiedad,Borregos / Puercos / Cabras,,,,2 cuartos,Tabique y loza de cemento,NO,Pila / Bater’a / Acumulador,250,,Television;Radio;Refrigerador,La hierven,No tiene,Aramberri ILUCentro
0031M00002qE3sY,a0s1M00000FqULj,19-014-0001-001,Nuevo Le—n,Doctor Arroyo,54,Femenino,NO,Temporal,NO,NO,PROSPERA,No,Agricultura,Entre 1 y 2 hect‡reas,Granos b‡sicos,Acredita 1 propiedad,Borregos / Puercos / Cabras,,,,3 o mas,Tabique y loza de cemento,NO,Velas,250,,Television;Radio;Refrigerador,La hierven,No tiene,Aramberri ILUCentro
0031M00002qECim,a0s1M00000FqUfQ,19-014-0032-002,Nuevo Le—n,Cruz de Elorza,77,Masculino,NO,Temporal,NO,NO,PROSPERA,"Si, del Extranjero",Ganaderia,Entre 1 y 2 hect‡reas,Granos b‡sicos,Acredita 1 propiedad,Borregos / Puercos / Cabras,,,,3 o mas,Tabique y loza de cemento,NO,Pila / Bater’a / Acumulador,250,,Television;Radio;Refrigerador,La hierven,No tiene,Aramberri ILUCentro
0031M00002qECiw,a0s1M00000FqUfV,19-014-0032-001,Nuevo Le—n,Cruz de Elorza,36,Masculino,NO,Temporal,NO,NO,ProCampo,No,Ganaderia,Entre 1 y 2 hect‡reas,Granos b‡sicos,Acredita 1 propiedad,Borregos / Puercos / Cabras,,,,3 o mas,Tabique y loza de cemento,NO,Pila / Bater’a / Acumulador,250,,Television;Radio;Refrigerador,La hierven,Veh’culo propio,Aramberri ILUCentro
0031M00002qE39T,a0s1M00000FqU5h,19-014-0238-005,Nuevo Le—n,La Mesa de Berrones,62,Masculino,NO,Temporal,NO,NO,PROSPERA,No,Ganaderia,M‡s de 2 hect‡reas,Granos b‡sicos,Acredita 1 propiedad,Borregos / Puercos / Cabras,,,,1 cuarto,Madera o carrizo y techo de cart—n o palma,NO,Velas,250,,Television;Radio;Refrigerador,La hierven,No tiene,Aramberri ILUCentro
0031M00002qFO16,a0s1M00000FqVdk,19-014-0147-001,Nuevo Le—n,San Pedro de Gonz‡lez (San Pedro de Rueda),51,Masculino,NO,Temporal,NO,NO,PROSPERA,No,Agricultura,Entre 1 y 2 hect‡reas,Granos b‡sicos,Acredita 1 propiedad,Borregos / Puercos / Cabras,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Pila / Bater’a / Acumulador,250,,Television;Radio;Refrigerador,La hierven,No tiene,Aramberri ILUCentro
0031M00002qFBI7,a0s1M00000FqVUC,19-017-0122-003,Nuevo Le—n,San Antonio del Salero,50,Masculino,NO,Temporal,NO,NO,PROSPERA,No,Ganaderia,Entre 1 y 2 hect‡reas,Granos b‡sicos,Acredita 1 propiedad,Borregos / Puercos / Cabras,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Pila / Bater’a / Acumulador,250,,Television;Radio;Refrigerador,La hierven,No tiene,Aramberri ILUCentro
0031M00002qFSpz,a0s1M00000FqViQ,19-014-0297-001,Nuevo Le—n,Parada la Baticolla (La Escondida),79,Masculino,NO,Temporal,NO,NO,PROSPERA,"Si, de Mexico",Agricultura,Entre 1 y 2 hect‡reas,Granos b‡sicos,Acredita 1 propiedad,Borregos / Puercos / Cabras,,,,3 o mas,Tabique y loza de cemento,NO,Velas; Pila / Bater’a / Acumulador,250,,Television;Radio;Refrigerador,La hierven,No tiene,Aramberri ILUCentro
0031M00002qFROu,a0s1M00000FqVi6,19-014-0056-002,Nuevo Le—n,Lagunita y Ranchos Nuevos,49,Masculino,NO,Temporal,NO,NO,PROSPERA,No,Ganaderia,Entre 1 y 2 hect‡reas,Granos b‡sicos,Acredita 1 propiedad,Borregos / Puercos / Cabras,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Pila / Bater’a / Acumulador,250,,Television;Refrigerador;Licuadora,La hierven,Motocicleta,Aramberri ILUCentro
0031M00002qxDCE,a0s1M00000FqYQ5,05-034-0225-001,Coahuila de Zaragoza,El Colorado,80,Femenino,NO,Temporal,NO,NO,PROSPERA; 70 y M‡s,No,Ganaderia,No tiene,Granos b‡sicos,Acredita 1 propiedad,Vacas,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Otro,120,,Television;Refrigerador,De un pozo o manantial (sin hervir),No tiene,Aramberri ILUCentro
0031M00002qxDD7,a0s1M00000FqYQF,05-034-0225-002,Coahuila de Zaragoza,El Colorado,54,Masculino,NO,Temporal,NO,NO,Ninguno,No,Ganaderia,No tiene,Granos b‡sicos,Acredita 1 propiedad,Vacas,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Generador,200,,Television;Refrigerador,De un pozo o manantial (sin hervir),Veh’culo propio,Aramberri ILUCentro
0031M00002qxDGa,a0s1M00000FqYQe,05-034-0225-011,Coahuila de Zaragoza,El Colorado,51,Femenino,NO,Temporal,NO,NO,Ninguno,No,Trabajo por temporada,No tiene,Granos b‡sicos,Acredita 1 propiedad,Vacas,,,,3 o mas,Tabique/piedra y Techo de L‡mina,NO,Pila / Bater’a / Acumulador,150,,Television;Licuadora,De un pozo o manantial (sin hervir),No tiene,Aramberri ILUCentro
0031M00002qxDFr,a0s1M00000FqYQZ,05-034-0225-009,Coahuila de Zaragoza,El Colorado,28,Masculino,NO,Constante,NO,NO,Ninguno,No,Trabajo salario constante,No tiene,Granos b‡sicos,Acredita 1 propiedad,No tiene,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Pila / Bater’a / Acumulador,130,,Television;Ventilador,De un pozo o manantial (sin hervir),Veh’culo propio,Aramberri ILUCentro
0031M00002qxDCd,a0s1M00000FqYQA,05-034-0225-006,Coahuila de Zaragoza,El Colorado,20,Masculino,NO,Constante,NO,NO,Ninguno,No,Trabajo salario constante,No tiene,Granos b‡sicos,Acredita 1 propiedad,No tiene,,,,3 o mas,Tabique/piedra y Techo de L‡mina,NO,Pila / Bater’a / Acumulador,120,,Television;Refrigerador,De un pozo o manantial (sin hervir),Veh’culo propio,Aramberri ILUCentro
0031M00002qxDEy,a0s1M00000FqYQU,05-034-0225-008,Coahuila de Zaragoza,El Colorado,56,Masculino,NO,Constante,NO,NO,Ninguno,No,Trabajo salario constante,No tiene,Granos b‡sicos,Acredita mas de 1 propiedad,Vacas,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Pila / Bater’a / Acumulador,120,,Television;Refrigerador,De un pozo o manantial (sin hervir),No tiene,Aramberri ILUCentro
0031M00002qxDEF,a0s1M00000FqYQP,05-034-0225-005,Coahuila de Zaragoza,El Colorado,26,Femenino,NO,Constante,NO,NO,Ninguno,No,Trabajo salario constante,No tiene,Granos b‡sicos,Acredita 1 propiedad,No tiene,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Otro,150,,Television;Refrigerador,De un pozo o manantial (sin hervir),Veh’culo propio,Aramberri ILUCentro
0031M00002qxDDH,a0s1M00000FqYQK,05-034-0225-004,Coahuila de Zaragoza,El Colorado,20,Masculino,NO,Temporal,NO,NO,Ninguno,No,Ganaderia,No tiene,Granos b‡sicos,Acredita 1 propiedad,Vacas,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Pila / Bater’a / Acumulador,120,,Refrigerador,De un pozo o manantial (sin hervir),No tiene,Aramberri ILUCentro
0031M00002qCHxf,a0s1M00000FqPHx,05-034-0222-006,Coahuila de Zaragoza,Santa Anita,43,Masculino,NO,Constante,NO,NO,Ninguno,No,Trabajo salario constante,No tiene,Granos b‡sicos,Acredita 1 propiedad,No tiene,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Pila / Bater’a / Acumulador,120,,Refrigerador;Ventilador,De un pozo o manantial (sin hervir),Veh’culo propio,Aramberri ILUCentro
0031M00002qCHwr,a0s1M00000FqPHY,05-034-0222-005,Coahuila de Zaragoza,Santa Anita,55,Masculino,NO,Temporal,NO,NO,Otro Apoyo de Gobierno,No,Ganaderia,No tiene,Granos b‡sicos,Acredita 1 propiedad,Borregos / Puercos / Cabras,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Pila / Bater’a / Acumulador,120,,Refrigerador;Ventilador;Licuadora,De un pozo o manantial (sin hervir),No tiene,Aramberri ILUCentro
0031M00002qCHxV,a0s1M00000FqPHs,05-034-0222-010,Coahuila de Zaragoza,Santa Anita,46,Masculino,NO,Constante,NO,NO,Ninguno,No,Trabajo salario constante,No tiene,Granos b‡sicos,Acredita 1 propiedad,No tiene,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Pila / Bater’a / Acumulador,120,,Refrigerador;Ventilador,De un pozo o manantial (sin hervir),Motocicleta,Aramberri ILUCentro
0031M00002qCHuq,a0s1M00000FqPGp,05-034-0010-001,Coahuila de Zaragoza,Cerros de Leija,60,Masculino,NO,Constante,NO,NO,Ninguno,No,Trabajo salario constante,No tiene,Granos b‡sicos,Acredita 1 propiedad,No tiene,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Pila / Bater’a / Acumulador,150,,Refrigerador,De un pozo o manantial (sin hervir),Veh’culo propio,Aramberri ILUCentro
0031M00002qCHv0,a0s1M00000FqPGz,05-034-0010-002,Coahuila de Zaragoza,Cerros de Leija,36,Masculino,NO,Constante,NO,NO,Ninguno,No,Trabajo salario constante,No tiene,Granos b‡sicos,Acredita 1 propiedad,Vacas,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Pila / Bater’a / Acumulador,150,,Television;Refrigerador,De un pozo o manantial (sin hervir),Veh’culo propio,Aramberri ILUCentro
0031M00002qCHve,a0s1M00000FqPHJ,05-034-0222-003,Coahuila de Zaragoza,Santa Anita,73,Masculino,NO,Temporal,NO,NO,Ninguno,No,Agricultura,No tiene,Granos b‡sicos,Acredita 1 propiedad,Borregos / Puercos / Cabras,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Pila / Bater’a / Acumulador,100,,Refrigerador,De un pozo o manantial (sin hervir),Veh’culo propio,Aramberri ILUCentro
0031M00002qCHww,a0s1M00000FqPHd,05-034-0222-008,Coahuila de Zaragoza,Santa Anita,53,Masculino,NO,Constante,NO,NO,Ninguno,No,Trabajo salario constante,No tiene,Granos b‡sicos,Acredita 1 propiedad,No tiene,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Pila / Bater’a / Acumulador,180,,Television;Ventilador,De un pozo o manantial (sin hervir),Veh’culo propio,Aramberri ILUCentro
0031M00002qCHxG,a0s1M00000FqPHi,05-034-0010-005,Coahuila de Zaragoza,Cerros de Leija,34,Masculino,NO,Constante,NO,NO,Ninguno,No,Trabajo salario constante,No tiene,Granos b‡sicos,Acredita 1 propiedad,No tiene,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Pila / Bater’a / Acumulador,120,,Refrigerador;Ventilador,De un pozo o manantial (sin hervir),No tiene,Aramberri ILUCentro
0031M00002qCHwx,a0s1M00000FqPHe,05-034-0226-001,Coahuila de Zaragoza,Sierra Mojada Dos (Cornelio Obispo Tovar),73,Masculino,NO,Temporal,NO,NO,70 y M‡s; Ninguno,No,Ganaderia,No tiene,Granos b‡sicos,Acredita 1 propiedad,Vacas,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Pila / Bater’a / Acumulador,120,,Refrigerador;Ventilador,De un pozo o manantial (sin hervir),Veh’culo propio,Aramberri ILUCentro
0031M00002qCHy9,a0s1M00000FqPI2,05-034-0222-007,Coahuila de Zaragoza,Santa Anita,54,Masculino,NO,Constante,NO,NO,Ninguno,No,Trabajo salario constante,No tiene,Granos b‡sicos,Acredita 1 propiedad,No tiene,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Pila / Bater’a / Acumulador,120,,Refrigerador;Ventilador,De un pozo o manantial (sin hervir),Veh’culo propio,Aramberri ILUCentro
0031M00002qCHvA,a0s1M00000FqPH4,05-034-0049-002,Coahuila de Zaragoza,El Rosario,48,Femenino,NO,Temporal,NO,NO,PROSPERA,No,Ganaderia,No tiene,Granos b‡sicos,Acredita 1 propiedad,Borregos / Puercos / Cabras,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Pila / Bater’a / Acumulador,100,,Refrigerador,De un pozo o manantial (sin hervir),No tiene,Aramberri ILUCentro
0031M00002qCHuR,a0s1M00000FqPGa,05-034-0010-004,Coahuila de Zaragoza,Cerros de Leija,41,Masculino,NO,Constante,NO,NO,Ninguno,No,Trabajo salario constante,No tiene,Granos b‡sicos,Acredita 1 propiedad,No tiene,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Pila / Bater’a / Acumulador,150,,Television;Refrigerador,De un pozo o manantial (sin hervir),Veh’culo propio,Aramberri ILUCentro
0031M00002qCHuW,a0s1M00000FqPGf,05-034-0222-011,Coahuila de Zaragoza,Santa Anita,68,Masculino,NO,Temporal,NO,NO,70 y M‡s,No,Trabajo por temporada,No tiene,Granos b‡sicos,Acredita 1 propiedad,No tiene,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Pila / Bater’a / Acumulador,150,,Refrigerador;Ventilador,De un pozo o manantial (sin hervir),Veh’culo propio,Aramberri ILUCentro
0031M00002qCHuv,a0s1M00000FqPGu,05-034-0049-001,Coahuila de Zaragoza,El Rosario,50,Femenino,NO,Temporal,NO,NO,PROSPERA,No,Ganaderia,No tiene,Granos b‡sicos,Acredita 1 propiedad,Borregos / Puercos / Cabras,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Pila / Bater’a / Acumulador,120,,Television;Refrigerador,De un pozo o manantial (sin hervir),No tiene,Aramberri ILUCentro
0031M00002qCHxL,a0s1M00000FqPHn,05-034-0010-003,Coahuila de Zaragoza,Cerros de Leija,69,Masculino,NO,Temporal,NO,NO,Ninguno,No,Ganaderia,No tiene,Granos b‡sicos,Acredita 1 propiedad,Borregos / Puercos / Cabras,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Pila / Bater’a / Acumulador,120,,Ventilador;Licuadora,De un pozo o manantial (sin hervir),Veh’culo propio,Aramberri ILUCentro
0031M00002qCHwm,a0s1M00000FqPHT,05-034-0222-004,Coahuila de Zaragoza,Santa Anita,49,Femenino,NO,Constante,NO,NO,Ninguno,No,Trabajo salario constante,No tiene,Granos b‡sicos,Acredita 1 propiedad,No tiene,,,,2 cuartos,Madera y techo de l‡mina,NO,Pila / Bater’a / Acumulador,130,,Refrigerador;Ventilador,De un pozo o manantial (sin hervir),No tiene,Aramberri ILUCentro
0031M00002qCHug,a0s1M00000FqPGk,05-034-0222-009,Coahuila de Zaragoza,Santa Anita,20,Femenino,NO,Constante,NO,NO,Ninguno,No,Trabajo salario constante,No tiene,Granos b‡sicos,Acredita 1 propiedad,No tiene,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Pila / Bater’a / Acumulador,120,,Television;Ventilador,De un pozo o manantial (sin hervir),No tiene,Aramberri ILUCentro
0031M00002qCHwS,a0s1M00000FqPHO,05-034-0049-003,Coahuila de Zaragoza,El Rosario,49,Masculino,NO,Constante,NO,NO,Ninguno,No,Trabajo salario constante,No tiene,Granos b‡sicos,Acredita 1 propiedad,No tiene,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Pila / Bater’a / Acumulador,150,,Television;Refrigerador,De un pozo o manantial (sin hervir),Veh’culo propio,Aramberri ILUCentro
