Id de contacto,Encuesta: Id.,Codigo de Cliente,Estado,Localidad,Edad,Sexo,Habla lengua indigena?,Temporalidad de Ingresos,Tiene cuenta bancaria?,Credito Activo?,Apoyo Programas,Remesas,Actividad Economica Principal,Tiene Cultivo,Tipo de cultivo,Parcelas Terreno,Animales,Numero vacas,Numero puercos borregos,Numero aves otros,Cuartos en la Casa,Material de Vivienda,Cuenta con Luz Electrica,Fuente de Iluminacion,Gasto Fuente de Iluminacion,Donde se consigue fuente de iluminacion,Aparatos que comprara con luz,Proveniencia agua para beber,Acceso transporte,Nombre de la cuenta
0031M00002igmRO,a0s1M00000FNQ6z,18-005-0319-002,Nayarit,El Aserradero,56,Masculino,SI,Temporal,NO,NO,PROSPERA,No,Agricultura,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Aves u otros,,,,3 o mas,Tabique y loza de cemento,SI,,,,,De un pozo o manantial (sin hervir),No tiene,Del Nayar ILUCentro
0031M00002igmRT,a0s1M00000FNQ74,18-005-0319-003,Nayarit,El Aserradero,22,Masculino,NO,Temporal,NO,NO,PROSPERA,No,Agricultura,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Aves u otros,,,,3 o mas,Tabique y loza de cemento,NO,Velas,300,,Television,De un pozo o manantial (sin hervir),No tiene,Del Nayar ILUCentro
0031M00002igwwd,a0s1M00000FNQHd,18-009-0702-011,Nayarit,Pe–as Amarillas,46,Masculino,SI,Temporal,NO,NO,PROSPERA,No,Trabajo por temporada,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Aves u otros,,,,2 cuartos,Madera y techo de l‡mina,NO,Velas,300,,Television,Compra de Garraf—n,No tiene,Del Nayar ILUCentro
0031M00002igwxW,a0s1M00000FNQHn,18-009-1184-002,Nayarit,La Silleta,38,Femenino,SI,Temporal,NO,NO,PROSPERA,No,Agricultura,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Borregos / Puercos / Cabras,,,,2 cuartos,Madera y techo de l‡mina,NO,Velas; Le–a / Ocote,150,,Television;Radio;Licuadora,De un pozo o manantial (sin hervir),Animales,Del Nayar ILUCentro
0031M00002igwsC,a0s1M00000FNQGu,18-009-0702-002,Nayarit,Pe–as Amarillas,52,Femenino,SI,Temporal,NO,NO,PROSPERA,No,Trabajo por temporada,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Aves u otros,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Velas,300,,Television,De un pozo o manantial (sin hervir),No tiene,Del Nayar ILUCentro
0031M00002igyWv,a0s1M00000FNQKX,18-009-0080-002,Nayarit,El Lim—n,53,Masculino,NO,Temporal,NO,NO,PROSPERA,No,Trabajo por temporada,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Aves u otros,,,,2 cuartos,Madera o carrizo y techo de cart—n o palma,NO,Velas,300,,Television,Compra de Garraf—n,No tiene,Del Nayar ILUCentro
0031M00002igwtK,a0s1M00000FNQH9,18-009-0702-005,Nayarit,Pe–as Amarillas,43,Masculino,SI,Temporal,NO,NO,PROSPERA,No,Trabajo por temporada,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Aves u otros,,,,2 cuartos,Madera y techo de l‡mina,NO,Velas,300,,Television,De un pozo o manantial (sin hervir),No tiene,Del Nayar ILUCentro
0031M00002igmRi,a0s1M00000FNQ7J,18-005-0071-003,Nayarit,Llano Grande,58,Masculino,NO,Temporal,NO,NO,PROSPERA,No,Ganaderia,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Vacas,,,,2 cuartos,Madera y techo de l‡mina,NO,Velas,300,,Television,De un pozo o manantial (sin hervir),Animales,Del Nayar ILUCentro
0031M00002igx6i,a0s1M00000FNQI7,18-009-1184-006,Nayarit,La Silleta,35,Femenino,SI,Temporal,NO,NO,PROSPERA,No,Agricultura,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Borregos / Puercos / Cabras; Aves u otros,,,,2 cuartos,Madera y techo de l‡mina,NO,Velas; Le–a / Ocote,160,,Television;Radio,De un pozo o manantial (sin hervir),Animales,Del Nayar ILUCentro
0031M00002igwvG,a0s1M00000FNQHJ,18-009-0702-007,Nayarit,Pe–as Amarillas,52,Masculino,SI,Temporal,NO,NO,PROSPERA,No,Trabajo por temporada,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Vacas,,,,2 cuartos,Madera y techo de l‡mina,NO,Velas,300,,Television,De un pozo o manantial (sin hervir),No tiene,Del Nayar ILUCentro
0031M00002igwxM,a0s1M00000FNQHi,18-009-1184-001,Nayarit,La Silleta,45,Masculino,SI,Temporal,NO,NO,PROSPERA,No,Agricultura,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Borregos / Puercos / Cabras; Aves u otros,,,,2 cuartos,Madera y techo de l‡mina,NO,Velas; Le–a / Ocote,150,,Television;Radio;Licuadora,De un pozo o manantial (sin hervir),Animales,Del Nayar ILUCentro
0031M00002igmRd,a0s1M00000FNQ7E,18-005-0071-002,Nayarit,Llano Grande,52,Masculino,NO,Temporal,NO,NO,PROSPERA,No,Agricultura,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Vacas,,,,3 o mas,Tabique y loza de cemento,NO,Velas,300,,Television,De un pozo o manantial (sin hervir),Animales,Del Nayar ILUCentro
0031M00002igx9I,a0s1M00000FNQIM,18-009-1184-009,Nayarit,La Silleta,42,Masculino,SI,Temporal,NO,NO,PROSPERA,No,Agricultura,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Borregos / Puercos / Cabras; Aves u otros,,,,2 cuartos,Madera y techo de l‡mina,NO,Velas; Pila / Bater’a / Acumulador,180,,Television;Refrigerador,De un pozo o manantial (sin hervir),Animales,Del Nayar ILUCentro
0031M00002igwsM,a0s1M00000FNQGz,18-009-0702-003,Nayarit,Pe–as Amarillas,53,Femenino,SI,Temporal,NO,NO,PROSPERA,No,Trabajo por temporada,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Aves u otros,,,,2 cuartos,Madera y techo de l‡mina,NO,Velas,300,,Radio,De un pozo o manantial (sin hervir),No tiene,Del Nayar ILUCentro
0031M00002igx5u,a0s1M00000FNQI2,18-009-1184-005,Nayarit,La Silleta,45,Femenino,SI,Temporal,NO,NO,PROSPERA,No,Agricultura,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Borregos / Puercos / Cabras; Aves u otros,,,,2 cuartos,Madera y techo de l‡mina,NO,Velas; Le–a / Ocote; Pila / Bater’a / Acumulador,180,,Television;Radio,De un pozo o manantial (sin hervir),Animales,Del Nayar ILUCentro
0031M00002igx93,a0s1M00000FNQIH,18-009-1184-008,Nayarit,La Silleta,45,Femenino,SI,Temporal,NO,NO,PROSPERA,No,Agricultura,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Aves u otros,,,,2 cuartos,Madera y techo de l‡mina,NO,Velas; Le–a / Ocote,150,,Television,De un pozo o manantial (sin hervir),No tiene,Del Nayar ILUCentro
0031M00002igx9h,a0s1M00000FNQIR,18-009-1184-010,Nayarit,La Silleta,38,Masculino,SI,Temporal,NO,NO,PROSPERA,No,Agricultura,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Borregos / Puercos / Cabras; Aves u otros,,,,2 cuartos,Madera y techo de l‡mina,NO,Velas; Pila / Bater’a / Acumulador,180,,Television;Radio;Licuadora,De un pozo o manantial (sin hervir),Animales,Del Nayar ILUCentro
0031M00002igwrx,a0s1M00000FNQGp,18-009-0702-001,Nayarit,Pe–as Amarillas,51,Femenino,SI,Temporal,NO,NO,PROSPERA,No,Trabajo por temporada,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Aves u otros,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Velas,300,,Television,De un pozo o manantial (sin hervir),No tiene,Del Nayar ILUCentro
0031M00002igyXA,a0s1M00000FNQKc,18-009-1226-001,Nayarit,El Duraznito,45,Femenino,NO,Temporal,NO,NO,PROSPERA,No,Trabajo por temporada,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Aves u otros,,,,2 cuartos,Madera y techo de l‡mina,NO,Velas,300,,Television,De un pozo o manantial (sin hervir),No tiene,Del Nayar ILUCentro
0031M00002igmRY,a0s1M00000FNQ79,18-005-0071-001,Nayarit,Llano Grande,48,Masculino,NO,Temporal,NO,NO,PROSPERA,No,Agricultura,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Vacas,,,,3 o mas,Tabique y loza de cemento,NO,Pila / Bater’a / Acumulador,150,,Television,De un pozo o manantial (sin hervir),Animales,Del Nayar ILUCentro
0031M00002igwum,a0s1M00000FNQHE,18-009-0702-006,Nayarit,Pe–as Amarillas,38,Masculino,SI,Temporal,NO,NO,PROSPERA,No,Trabajo por temporada,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Aves u otros,,,,3 o mas,Madera y techo de l‡mina,NO,Velas,300,,Television,Compra de Garraf—n,No tiene,Del Nayar ILUCentro
0031M00002igww9,a0s1M00000FNQHY,18-009-0702-010,Nayarit,Pe–as Amarillas,34,Masculino,SI,Temporal,NO,NO,PROSPERA,No,Trabajo por temporada,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Aves u otros,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Velas,300,,Television,Compra de Garraf—n,No tiene,Del Nayar ILUCentro
0031M00002igmRn,a0s1M00000FNQ7O,18-005-0071-004,Nayarit,Llano Grande,47,Masculino,NO,Temporal,NO,NO,PROSPERA,No,Agricultura,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Aves u otros,,,,3 o mas,Tabique y loza de cemento,NO,Pila / Bater’a / Acumulador,150,,Television,De un pozo o manantial (sin hervir),No tiene,Del Nayar ILUCentro
0031M00002ihpy5,a0s1M00000FNRBz,18-009-0111-005,Nayarit,Chimaltita,48,Masculino,SI,Temporal,NO,NO,PROSPERA,No,Agricultura,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Vacas,,,,3 o mas,Tabique/piedra y Techo de L‡mina,NO,Velas,300,,Refrigerador,De un pozo o manantial (sin hervir),No tiene,Del Nayar ILUCentro
0031M00002ihpx2,a0s1M00000FNRBk,18-009-0111-001,Nayarit,Chimaltita,35,Masculino,SI,Temporal,NO,NO,PROSPERA,No,Trabajo por temporada,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Vacas,,,,3 o mas,Tabique/piedra y Techo de L‡mina,NO,Velas,300,,Television,De un pozo o manantial (sin hervir),No tiene,Del Nayar ILUCentro
0031M00002ihpxR,a0s1M00000FNRBu,18-009-0111-004,Nayarit,Chimaltita,54,Masculino,SI,Temporal,NO,NO,PROSPERA,No,Trabajo por temporada,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Aves u otros,,,,3 o mas,Tabique/piedra y Techo de L‡mina,NO,Velas,300,,Refrigerador,De un pozo o manantial (sin hervir),No tiene,Del Nayar ILUCentro
0031M00002ihvi6,a0s1M00000FNREe,18-009-0111-006,Nayarit,Chimaltita,33,Masculino,SI,Temporal,NO,NO,PROSPERA,No,Agricultura,Menos de 1 hect‡rea,"Mitad frutales, mitad granos",Propiedad familiar,Vacas,,,,3 o mas,Tabique/piedra y Techo de L‡mina,NO,Velas,300,,Refrigerador,De un pozo o manantial (sin hervir),Animales,Del Nayar ILUCentro
0031M00002ihvet,a0s1M00000FNREo,18-009-0111-007,Nayarit,Chimaltita,44,Femenino,SI,Temporal,NO,NO,PROSPERA,No,Trabajo por temporada,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Aves u otros,,,,3 o mas,Tabique/piedra y Techo de L‡mina,NO,Velas,300,,Television,De un pozo o manantial (sin hervir),Animales,Del Nayar ILUCentro
0031M00002ihpwY,a0s1M00000FNRBf,18-009-0111-003,Nayarit,Chimaltita,45,Masculino,SI,Temporal,NO,NO,PROSPERA,No,Trabajo por temporada,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Vacas,,,,3 o mas,Tabique/piedra y Techo de L‡mina,NO,Velas,300,,Television,De un pozo o manantial (sin hervir),No tiene,Del Nayar ILUCentro
0031M00002ihpw4,a0s1M00000FNRBV,18-009-0111-002,Nayarit,Chimaltita,42,Femenino,SI,Temporal,NO,NO,PROSPERA,No,Trabajo por temporada,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Vacas,,,,3 o mas,Tabique/piedra y Techo de L‡mina,NO,Velas,300,,Television,De un pozo o manantial (sin hervir),Animales,Del Nayar ILUCentro
0031M00002gNUe6,a0s1M00000FNOgk,18-014-0243-009,Nayarit,Las Yeguas,27,Masculino,SI,Temporal,NO,NO,PROSPERA,No,Trabajo por temporada,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Aves u otros,,,,3 o mas,Tabique/piedra y Techo de L‡mina,NO,Velas,300,,Television,De un pozo o manantial (sin hervir),No tiene,Del Nayar ILUCentro
0031M00002gNUdc,a0s1M00000FNOga,18-014-0243-011,Nayarit,Las Yeguas,25,Masculino,SI,Temporal,NO,NO,PROSPERA,No,Trabajo por temporada,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Aves u otros,,,,3 o mas,Tabique/piedra y Techo de L‡mina,NO,Velas,300,,Television,De un pozo o manantial (sin hervir),No tiene,Del Nayar ILUCentro
0031M00002gNUdX,a0s1M00000FNOgV,18-014-0243-004,Nayarit,Las Yeguas,36,Masculino,SI,Temporal,NO,NO,PROSPERA,No,Trabajo por temporada,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Aves u otros,,,,3 o mas,Tabique/piedra y Techo de L‡mina,NO,Velas,300,,Television,De un pozo o manantial (sin hervir),No tiene,Del Nayar ILUCentro
0031M00002gNUdD,a0s1M00000FNOgG,18-014-0243-001,Nayarit,Las Yeguas,57,Masculino,SI,Temporal,NO,NO,PROSPERA,No,Trabajo por temporada,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Aves u otros,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Velas,300,,Television,De un pozo o manantial (sin hervir),No tiene,Del Nayar ILUCentro
0031M00002gNUcU,a0s1M00000FNOg6,18-014-0243-005,Nayarit,Las Yeguas,45,Masculino,SI,Temporal,NO,NO,PROSPERA,No,Trabajo por temporada,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Aves u otros,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Velas,300,,Television,De un pozo o manantial (sin hervir),No tiene,Del Nayar ILUCentro
0031M00002gNUbq,a0s1M00000FNOfw,18-014-0243-006,Nayarit,Las Yeguas,47,Masculino,SI,Temporal,NO,NO,PROSPERA,No,Trabajo por temporada,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Aves u otros,,,,3 o mas,Tabique/piedra y Techo de L‡mina,NO,Velas,300,,Television,De un pozo o manantial (sin hervir),No tiene,Del Nayar ILUCentro
0031M00002gNUe1,a0s1M00000FNOgf,18-014-0243-010,Nayarit,Las Yeguas,58,Masculino,SI,Temporal,NO,NO,PROSPERA,No,Trabajo por temporada,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Aves u otros,,,,3 o mas,Tabique/piedra y Techo de L‡mina,NO,Velas,300,,Television,De un pozo o manantial (sin hervir),No tiene,Del Nayar ILUCentro
0031M00002gNUfO,a0s1M00000FNOgp,18-014-0243-007,Nayarit,Las Yeguas,38,Femenino,SI,Temporal,NO,NO,PROSPERA,No,Trabajo por temporada,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Aves u otros,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Velas,300,,Television,De un pozo o manantial (sin hervir),No tiene,Del Nayar ILUCentro
0031M00002gNSPU,a0s1M00000FNOeF,10-014-0017-001,Durango,Bancos de Calitique,36,Femenino,SI,Temporal,NO,NO,PROSPERA,No,Agricultura,No tiene,Granos b‡sicos,Propiedad familiar,No tiene,,,,3 o mas,Madera y techo de l‡mina,NO,Le–a / Ocote,30,,Refrigerador,Otro,Publico,Del Nayar ILUCentro
0031M00002gNUdI,a0s1M00000FNOgL,18-014-0243-002,Nayarit,Las Yeguas,37,Masculino,SI,Temporal,NO,NO,PROSPERA,No,Trabajo por temporada,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Aves u otros,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Velas,300,,Television,Compra de Garraf—n,No tiene,Del Nayar ILUCentro
0031M00002igHwj,a0s1M00000FNOoZ,18-014-0049-001,Nayarit,Platanitos,56,Masculino,NO,Temporal,NO,NO,PROSPERA,No,Agricultura,M‡s de 2 hect‡reas,Granos b‡sicos,Propiedad familiar,Borregos / Puercos / Cabras,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,SI,,,,,De un pozo o manantial (sin hervir),No tiene,Del Nayar ILUCentro
0031M00002gNUdS,a0s1M00000FNOgQ,18-014-0243-003,Nayarit,Las Yeguas,22,Masculino,SI,Temporal,NO,NO,PROSPERA,No,Trabajo por temporada,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Aves u otros,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Velas,300,,Television,De un pozo o manantial (sin hervir),No tiene,Del Nayar ILUCentro
0031M00002gNUfY,a0s1M00000FNOgu,18-014-0243-008,Nayarit,Las Yeguas,38,Femenino,NO,Temporal,NO,NO,PROSPERA,No,Trabajo por temporada,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Aves u otros,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Velas,300,,Television,De un pozo o manantial (sin hervir),No tiene,Del Nayar ILUCentro
0031M00002jDbbU,a0s1M00000F0Ear,18-005-0071-008,Nayarit,Llano Grande,42,Masculino,NO,Temporal,NO,NO,PROSPERA,No,Ganaderia,Menos de 1 hect‡rea,Granos b‡sicos,Acredita 1 propiedad,Vacas; Borregos / Puercos / Cabras,,,,3 o mas,Madera y techo de l‡mina,NO,Pila / Bater’a / Acumulador,130,,Television;Refrigerador,De un pozo o manantial (sin hervir),Animales,Del Nayar ILUCentro
0031M00002jDbbP,a0s1M00000F0Eam,18-005-0071-005,Nayarit,Llano Grande,34,Masculino,NO,Temporal,NO,NO,PROSPERA,No,Agricultura,Entre 1 y 2 hect‡reas,Granos b‡sicos,Acredita 1 propiedad,Vacas,,,,3 o mas,Tabique/piedra y Techo de L‡mina,NO,Pila / Bater’a / Acumulador,120,,Television;Refrigerador,De un pozo o manantial (sin hervir),Animales,Del Nayar ILUCentro
0031M00002jDbSX,a0s1M00000F0EaX,18-009-0548-010,Nayarit,La Quemada,42,Masculino,SI,Temporal,NO,NO,Ninguno,No,Trabajo por temporada,No tiene,Granos b‡sicos,Propiedad familiar,No tiene,,,,1 cuarto,Madera o carrizo y techo de cart—n o palma,NO,Le–a / Ocote,1,,Refrigerador,De un pozo o manantial (sin hervir),No tiene,Del Nayar ILUCentro
0031M00002jDbbe,a0s1M00000F0Eaw,18-005-0071-006,Nayarit,Llano Grande,36,Masculino,NO,Temporal,NO,NO,PROSPERA,No,Ganaderia,Entre 1 y 2 hect‡reas,Granos b‡sicos,Propiedad familiar,Vacas,,,,3 o mas,Madera y techo de l‡mina,SI,,,,,De un pozo o manantial (sin hervir),Animales,Del Nayar ILUCentro
0031M00002jdDkc,a0s1M00000F0F8U,18-014-0243-021,Nayarit,Las Yeguas,54,Masculino,SI,Temporal,NO,NO,PROSPERA,No,Trabajo por temporada,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Aves u otros,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Pila / Bater’a / Acumulador,300,,Refrigerador,De un pozo o manantial (sin hervir),No tiene,Del Nayar ILUCentro
0031M00002jdDjU,a0s1M00000F0F7l,18-014-0243-012,Nayarit,Las Yeguas,37,Masculino,SI,Temporal,NO,NO,PROSPERA,No,Trabajo por temporada,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Aves u otros,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Pila / Bater’a / Acumulador,30,,Refrigerador,De un pozo o manantial (sin hervir),No tiene,Del Nayar ILUCentro
0031M00002jdDje,a0s1M00000F0F7v,18-014-0243-014,Nayarit,Las Yeguas,38,Femenino,SI,Temporal,NO,NO,PROSPERA,No,Trabajo por temporada,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Aves u otros,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Pila / Bater’a / Acumulador,300,,Refrigerador,De un pozo o manantial (sin hervir),No tiene,Del Nayar ILUCentro
0031M00002jdDjt,a0s1M00000F0F85,18-014-0243-016,Nayarit,Las Yeguas,47,Femenino,SI,Temporal,NO,NO,PROSPERA,No,Trabajo por temporada,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Aves u otros,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Pila / Bater’a / Acumulador,300,,Refrigerador,De un pozo o manantial (sin hervir),No tiene,Del Nayar ILUCentro
0031M00002jdDkD,a0s1M00000F0F8K,18-014-0243-019,Nayarit,Las Yeguas,45,Masculino,SI,Temporal,NO,NO,PROSPERA,No,Trabajo por temporada,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Aves u otros,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Pila / Bater’a / Acumulador,300,,Refrigerador,De un pozo o manantial (sin hervir),No tiene,Del Nayar ILUCentro
0031M00002jdDkm,a0s1M00000F0F8Z,18-019-0074-002,Nayarit,La Huaracha,45,Masculino,NO,Temporal,NO,NO,PROSPERA,No,Trabajo por temporada,Entre 1 y 2 hect‡reas,Granos b‡sicos,Propiedad familiar,Vacas,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Pila / Bater’a / Acumulador,300,,Refrigerador,De un pozo o manantial (sin hervir),No tiene,Del Nayar ILUCentro
0031M00002jdDjj,a0s1M00000F0F80,18-014-0243-015,Nayarit,Las Yeguas,40,Masculino,SI,Temporal,NO,NO,PROSPERA,No,Trabajo por temporada,Menos de 1 hect‡rea,Granos b‡sicos,Acredita 1 propiedad,Aves u otros,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Pila / Bater’a / Acumulador,300,,Refrigerador,De un pozo o manantial (sin hervir),No tiene,Del Nayar ILUCentro
0031M00002jdDkN,a0s1M00000F0F8P,18-014-0243-020,Nayarit,Las Yeguas,51,Masculino,SI,Temporal,NO,NO,PROSPERA,No,Trabajo por temporada,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Aves u otros,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Pila / Bater’a / Acumulador,300,,Refrigerador,De un pozo o manantial (sin hervir),No tiene,Del Nayar ILUCentro
0031M00002jdDk3,a0s1M00000F0F8F,18-014-0243-018,Nayarit,Las Yeguas,50,Masculino,SI,Temporal,NO,NO,PROSPERA,No,Trabajo por temporada,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Aves u otros,,,,3 o mas,Tabique/piedra y Techo de L‡mina,NO,Pila / Bater’a / Acumulador,300,,Refrigerador,De un pozo o manantial (sin hervir),No tiene,Del Nayar ILUCentro
0031M00002jdDjZ,a0s1M00000F0F7q,18-014-0243-013,Nayarit,Las Yeguas,37,Femenino,SI,Temporal,NO,NO,PROSPERA,No,Trabajo por temporada,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Aves u otros,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Pila / Bater’a / Acumulador,300,,Refrigerador,De un pozo o manantial (sin hervir),No tiene,Del Nayar ILUCentro
0031M00002jdDjy,a0s1M00000F0F8A,18-014-0243-017,Nayarit,Las Yeguas,38,Femenino,SI,Temporal,NO,NO,PROSPERA,No,Trabajo por temporada,Menos de 1 hect‡rea,Granos b‡sicos,Propiedad familiar,Aves u otros,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Pila / Bater’a / Acumulador,300,,Refrigerador,De un pozo o manantial (sin hervir),No tiene,Del Nayar ILUCentro
0031M00002jeXT4,a0s1M00000F0GXy,18-009-0413-011,Nayarit,La Cumbre del Duraznito,29,Masculino,SI,Temporal,NO,NO,Ninguno,No,Agricultura,Menos de 1 hect‡rea,Granos b‡sicos,No tiene propiedad,Aves u otros,,,,3 o mas,Madera y techo de l‡mina,NO,Le–a / Ocote,100,,Refrigerador,De un pozo o manantial (sin hervir),No tiene,Del Nayar ILUCentro
0031M00002gxUvh,a0s1M00000FZXFh,18-009-0529-001,Nayarit,Las Adjuntas (La Pe–a),24,Femenino,SI,Temporal,NO,NO,PROSPERA,No,Trabajo por temporada,Menos de 1 hect‡rea,Granos b‡sicos,Acredita 1 propiedad,Aves u otros,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Velas; Le–a / Ocote,150,,Television;Radio;Refrigerador;Ventilador;Licuadora,De un pozo o manantial (sin hervir),No tiene,Del Nayar ILUCentro
0031600002eXC8B,a0s1600000F7wpj,18-009-0413-010,Nayarit,La Cumbre del Duraznito,30,Masculino,SI,Temporal,NO,NO,Ninguno,No,Trabajo por temporada,Menos de 1 hect‡rea,Granos b‡sicos,Acredita 1 propiedad,Aves u otros,,,,1 cuarto,Madera y techo de l‡mina,NO,Le–a / Ocote,160,,Television;Radio;Refrigerador;Ventilador,De un pozo o manantial (sin hervir),No tiene,Del Nayar ILUCentro
0031600002eXC7w,a0s1600000F7wpZ,18-009-0413-004,Nayarit,La Cumbre del Duraznito,40,Femenino,SI,Temporal,NO,NO,PROSPERA,No,Trabajo por temporada,Entre 1 y 2 hect‡reas,Granos b‡sicos,Acredita 1 propiedad,Aves u otros,,,,1 cuarto,Madera y techo de l‡mina,NO,Le–a / Ocote,130,,Television;Radio;Refrigerador;Ventilador,De un pozo o manantial (sin hervir),No tiene,Del Nayar ILUCentro
0031M00002gz28p,a0s1M00000FaKiM,18-019-0441-011,Nayarit,El Fort’n,33,Masculino,NO,Temporal,NO,NO,Ninguno,No,Agricultura,Entre 1 y 2 hect‡reas,"Mitad frutales, mitad granos",Acredita 1 propiedad,Borregos / Puercos / Cabras,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Velas; Le–a / Ocote,200,,Television;Radio;Refrigerador;Ventilador;Licuadora,De un pozo o manantial (sin hervir),Animales,Del Nayar ILUCentro
0031M00002gz2BP,a0s1M00000FaKje,18-014-0003-001,Nayarit,Real de Acuitapilco (Esteban Baca Calder—n),29,Masculino,NO,Temporal,NO,NO,Ninguno,No,Agricultura,Menos de 1 hect‡rea,Granos b‡sicos,Acredita 1 propiedad,Aves u otros,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Velas; Le–a / Ocote,200,,Television;Radio;Refrigerador,De un pozo o manantial (sin hervir),Animales,Del Nayar ILUCentro
0031M00002gz2AM,a0s1M00000FaKj0,18-014-0011-001,Jalisco,Los Cantiles,35,Femenino,NO,Temporal,NO,NO,PROSPERA,No,Trabajo por temporada,Menos de 1 hect‡rea,Granos b‡sicos,Acredita 1 propiedad,Aves u otros,,,,2 cuartos,Tabique/piedra y Techo de L‡mina,NO,Velas; Le–a / Ocote,200,,Television;Radio;Refrigerador;Ventilador;Licuadora,De un pozo o manantial (sin hervir),No tiene,Del Nayar ILUCentro
